Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nc,71964605,2,"Monday, April  1, 2013 20:30:33 UTC",37.5470,-119.0168,1.3,6.00,32,"Central California"
ak,10686731,2,"Monday, April  1, 2013 20:25:18 UTC",64.9244,-151.3370,1.1,5.50,11,"Central Alaska"
us,b000fxj9,5,"Monday, April  1, 2013 20:04:30 UTC",39.5804,143.1560,5.1,8.60,93,"off the east coast of Honshu, Japan"
nc,71964595,0,"Monday, April  1, 2013 19:53:45 UTC",38.7577,-122.7153,1.0,5.10, 8,"Northern California"
ak,10685110,2,"Monday, April  1, 2013 19:48:04 UTC",61.6526,-149.8327,1.5,43.90,35,"Southern Alaska"
ci,11277042,2,"Monday, April  1, 2013 19:45:08 UTC",34.0067,-116.6580,1.6,15.60,48,"Southern California"
ci,11277034,2,"Monday, April  1, 2013 19:34:16 UTC",34.7450,-116.3925,1.7,0.10,15,"Southern California"
ci,11277026,2,"Monday, April  1, 2013 19:14:21 UTC",33.9930,-117.2192,1.1,19.10,20,"Greater Los Angeles area, California"
nc,71964570,1,"Monday, April  1, 2013 19:01:01 UTC",38.7887,-122.7638,1.3,1.90,27,"Northern California"
ak,10685073,3,"Monday, April  1, 2013 18:59:33 UTC",60.3212,-148.1910,1.6,2.80,21,"Kenai Peninsula, Alaska"
ak,10685070,2,"Monday, April  1, 2013 18:57:25 UTC",60.2923,-148.1472,1.5,5.00,22,"Kenai Peninsula, Alaska"
us,b000fxh7,9,"Monday, April  1, 2013 18:53:17 UTC",39.5276,143.1960,6.0,12.50,137,"off the east coast of Honshu, Japan"
ci,11277018,2,"Monday, April  1, 2013 18:37:32 UTC",33.7682,-116.9240,1.5,15.60, 9,"Southern California"
nc,71964530,3,"Monday, April  1, 2013 18:04:16 UTC",38.8358,-122.8267,2.0,2.90,68,"Northern California"
ak,10685026,2,"Monday, April  1, 2013 18:02:56 UTC",61.1872,-146.9709,1.7,0.00, 9,"Southern Alaska"
ak,10684998,2,"Monday, April  1, 2013 17:40:42 UTC",66.3417,-150.1432,1.8,1.00,20,"northern Alaska"
ak,10684995,2,"Monday, April  1, 2013 17:37:38 UTC",59.1288,-137.9056,2.1,0.80,21,"British Columbia, Canada"
ci,11277002,2,"Monday, April  1, 2013 17:27:45 UTC",34.6295,-117.1052,1.6,0.00,34,"Southern California"
ak,10684987,2,"Monday, April  1, 2013 17:19:54 UTC",62.0904,-145.1027,1.2,18.90,18,"Central Alaska"
ak,10686722,2,"Monday, April  1, 2013 17:06:19 UTC",54.2739,-162.9965,1.8,61.60, 7,"Alaska Peninsula"
nc,71964495,3,"Monday, April  1, 2013 16:44:34 UTC",38.5262,-122.3057,1.3,5.30,28,"Northern California"
ci,11276994,2,"Monday, April  1, 2013 16:41:50 UTC",33.5062,-116.4638,1.4,10.10,46,"Southern California"
ak,10684961,2,"Monday, April  1, 2013 16:41:09 UTC",63.5114,-148.0062,1.0,1.00,27,"Central Alaska"
us,2013nlah,6,"Monday, April  1, 2013 16:40:49 UTC",1.1418,97.1357,4.7,33.50,52,"Nias region, Indonesia"
ci,11276978,2,"Monday, April  1, 2013 16:16:51 UTC",33.4908,-116.4297,1.2,9.60,35,"Southern California"
ak,10684930,2,"Monday, April  1, 2013 15:50:26 UTC",60.6852,-151.0199,1.3,58.30,25,"Kenai Peninsula, Alaska"
ci,11276962,2,"Monday, April  1, 2013 15:33:05 UTC",35.9253,-117.1730,1.0,0.10,10,"Central California"
ak,10686717,2,"Monday, April  1, 2013 15:32:15 UTC",63.1511,-150.9311,1.1,126.00,19,"Central Alaska"
us,2013nlag,8,"Monday, April  1, 2013 15:26:34 UTC",2.6019,90.3392,4.8,10.30,39,"off the west coast of northern Sumatra"
ak,10684922,2,"Monday, April  1, 2013 14:50:12 UTC",60.7196,-151.1121,1.3,62.90,26,"Kenai Peninsula, Alaska"
ci,11276922,2,"Monday, April  1, 2013 14:09:44 UTC",33.5183,-116.4343,1.1,10.20,33,"Southern California"
ak,10686714,2,"Monday, April  1, 2013 13:51:46 UTC",62.9866,-150.9889,1.4,0.00,13,"Central Alaska"
ak,10686713,2,"Monday, April  1, 2013 13:48:37 UTC",62.3791,-150.8327,1.1,73.90,21,"Central Alaska"
ci,11276914,2,"Monday, April  1, 2013 13:46:07 UTC",32.8865,-117.6205,1.6,7.00,10,"Gulf of Santa Catalina, California"
us,2013nlaf,7,"Monday, April  1, 2013 13:43:43 UTC",-22.3837,-179.6090,4.7,587.40,215,"south of the Fiji Islands"
ak,10684907,2,"Monday, April  1, 2013 13:39:45 UTC",61.1629,-146.9318,1.5,0.00, 9,"Southern Alaska"
ak,10684906,2,"Monday, April  1, 2013 13:37:45 UTC",51.5631,-175.7944,2.1,25.60,21,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10684898,2,"Monday, April  1, 2013 13:27:28 UTC",60.6760,-150.9941,2.3,53.30,57,"Kenai Peninsula, Alaska"
nc,71964395,0,"Monday, April  1, 2013 13:19:58 UTC",38.7932,-122.7468,1.2,1.40,18,"Northern California"
hv,60484976,6,"Monday, April  1, 2013 13:18:24 UTC",19.2053,-155.5338,1.8,37.90,39,"Island of Hawaii, Hawaii"
nc,71964385,2,"Monday, April  1, 2013 13:15:41 UTC",36.4697,-121.0487,1.3,5.40,25,"Central California"
ak,10684885,2,"Monday, April  1, 2013 13:05:21 UTC",63.0774,-150.4027,1.2,101.80,34,"Central Alaska"
ci,11276906,2,"Monday, April  1, 2013 13:05:05 UTC",33.0358,-116.4280,1.2,7.30,34,"Southern California"
nc,71964365,2,"Monday, April  1, 2013 13:00:22 UTC",37.6393,-118.9348,1.1,7.80,15,"Long Valley area, California"
nc,71964345,2,"Monday, April  1, 2013 12:53:09 UTC",37.6377,-118.9342,1.4,7.70,23,"Long Valley area, California"
nc,71964340,2,"Monday, April  1, 2013 12:47:53 UTC",36.9620,-121.4513,1.1,5.00,33,"Central California"
ci,11276882,2,"Monday, April  1, 2013 12:11:12 UTC",32.8950,-115.5037,1.7,13.30,16,"Southern California"
ci,11276874,2,"Monday, April  1, 2013 11:59:59 UTC",33.9548,-116.7357,1.2,19.30,39,"Southern California"
ci,11276866,2,"Monday, April  1, 2013 11:52:53 UTC",36.0203,-117.7763,1.0,2.10,17,"Central California"
ci,11276858,2,"Monday, April  1, 2013 11:43:32 UTC",33.9443,-116.7005,1.8,18.80,44,"Southern California"
pr,13091001,0,"Monday, April  1, 2013 11:31:44 UTC",17.9484,-66.7281,1.3,14.00, 4,"Puerto Rico region"
pr,13091000,0,"Monday, April  1, 2013 11:29:19 UTC",18.3887,-64.8898,3.0,86.00,11,"Virgin Islands region"
ld,60025313,1,"Monday, April  1, 2013 11:28:05 UTC",44.0688,-76.0213,1.7,7.50, 6,"southern Ontario, Canada"
ci,11276850,2,"Monday, April  1, 2013 11:25:19 UTC",32.9042,-115.5020,2.2,9.00,34,"Southern California"
ak,10684869,2,"Monday, April  1, 2013 11:24:46 UTC",61.3365,-147.6812,1.3,0.00, 9,"Southern Alaska"
nc,71964310,3,"Monday, April  1, 2013 11:20:59 UTC",39.9458,-122.6022,1.3,12.80,10,"Northern California"
nn,00408023,1,"Monday, April  1, 2013 11:15:55 UTC",37.6341,-116.9712,2.0,13.40, 9,"Nevada"
ci,11276842,2,"Monday, April  1, 2013 11:10:36 UTC",33.1462,-116.5525,1.0,17.50,37,"Southern California"
nn,00408022,1,"Monday, April  1, 2013 11:10:17 UTC",38.0051,-118.0786,1.4,2.20,13,"Nevada"
nc,71964295,3,"Monday, April  1, 2013 10:55:38 UTC",40.9373,-123.4305,2.0,25.30,21,"Northern California"
nc,71964290,2,"Monday, April  1, 2013 10:47:26 UTC",36.1903,-120.7720,1.5,5.60,34,"Central California"
uw,60513622,3,"Monday, April  1, 2013 10:42:48 UTC",46.4118,-119.2785,1.0,0.00,15,"Washington"
nn,00408021,1,"Monday, April  1, 2013 10:33:08 UTC",37.1831,-115.2780,1.5,0.00, 9,"Nevada"
nc,71964285,1,"Monday, April  1, 2013 10:15:56 UTC",38.8223,-122.8115,1.4,3.20,26,"Northern California"
nc,71964260,0,"Monday, April  1, 2013 09:57:59 UTC",38.7917,-122.7453,1.2,1.20,20,"Northern California"
ak,10686704,2,"Monday, April  1, 2013 09:56:55 UTC",62.8238,-150.9107,1.2,91.30,27,"Central Alaska"
ci,11276826,2,"Monday, April  1, 2013 09:54:03 UTC",35.3100,-118.5343,1.5,5.00,29,"Central California"
ci,11276818,2,"Monday, April  1, 2013 09:49:24 UTC",33.1420,-116.5502,1.5,16.00,43,"Southern California"
ak,10684846,2,"Monday, April  1, 2013 09:49:03 UTC",60.9163,-150.8977,1.0,12.50,24,"Kenai Peninsula, Alaska"
ak,10684835,2,"Monday, April  1, 2013 09:27:06 UTC",63.5374,-148.6952,1.4,9.30,32,"Central Alaska"
ak,10684831,2,"Monday, April  1, 2013 09:18:18 UTC",61.5868,-149.5529,1.0,31.10,25,"Southern Alaska"
ak,10684829,2,"Monday, April  1, 2013 09:17:42 UTC",59.4024,-137.1401,2.9,7.50,37,"British Columbia, Canada"
nn,00408017,1,"Monday, April  1, 2013 09:12:14 UTC",38.8638,-119.7619,1.1,7.60,10,"Nevada"
ci,11276802,1,"Monday, April  1, 2013 09:03:30 UTC",34.2183,-117.0337,1.0,4.20,36,"Southern California"
us,b000fx9b,6,"Monday, April  1, 2013 09:00:06 UTC",-20.4023,-67.8849,4.2,164.50,38,"Potosi, Bolivia"
us,b000fx99,6,"Monday, April  1, 2013 08:45:16 UTC",30.6130,130.9690,4.6,49.70,31,"Kyushu, Japan"
nc,71964220,1,"Monday, April  1, 2013 08:39:19 UTC",37.8367,-121.9657,1.7,8.00,23,"San Francisco Bay area, California"
nc,71964215,3,"Monday, April  1, 2013 08:32:56 UTC",39.5288,-122.7385,1.7,0.30,30,"Northern California"
uu,60017572,4,"Monday, April  1, 2013 08:17:27 UTC",41.6887,-111.6163,1.3,9.80,14,"Utah"
ak,10684815,2,"Monday, April  1, 2013 08:13:49 UTC",60.5524,-145.3740,1.2,9.00,17,"Southern Alaska"
ak,10684812,2,"Monday, April  1, 2013 08:03:48 UTC",60.3926,-140.9745,1.1,13.20,15,"Southern Yukon Territory, Canada"
nn,00408013,1,"Monday, April  1, 2013 08:02:39 UTC",38.8598,-119.7628,1.0,6.40, 9,"Nevada"
nc,71964210,2,"Monday, April  1, 2013 08:01:48 UTC",41.8238,-122.3368,1.9,13.90,20,"Northern California"
ak,10686693,2,"Monday, April  1, 2013 07:59:48 UTC",61.1523,-151.9242,1.4,92.50,23,"Southern Alaska"
nc,71964200,3,"Monday, April  1, 2013 07:51:56 UTC",36.9597,-121.4490,2.7,5.40,90,"Central California"
ak,10684798,2,"Monday, April  1, 2013 07:47:59 UTC",51.5258,-178.0826,3.5,4.80,24,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10684797,2,"Monday, April  1, 2013 07:46:46 UTC",60.3037,-150.5260,1.6,13.60,24,"Kenai Peninsula, Alaska"
ak,10684789,2,"Monday, April  1, 2013 07:33:14 UTC",62.1036,-145.2550,1.7,23.20,29,"Central Alaska"
nc,71964185,0,"Monday, April  1, 2013 07:32:56 UTC",38.8400,-122.8297,1.0,2.60,14,"Northern California"
ak,10684788,2,"Monday, April  1, 2013 07:25:06 UTC",62.0974,-145.1673,1.0,17.40,13,"Central Alaska"
ak,10684782,2,"Monday, April  1, 2013 07:21:53 UTC",62.1215,-145.2253,2.1,22.30,46,"Central Alaska"
ak,10684781,2,"Monday, April  1, 2013 07:17:00 UTC",62.0939,-145.2737,1.0,18.80,17,"Central Alaska"
ak,10684777,2,"Monday, April  1, 2013 07:05:25 UTC",62.9351,-148.7616,1.3,2.20,25,"Central Alaska"
ak,10684775,2,"Monday, April  1, 2013 07:04:20 UTC",60.0693,-153.2164,2.1,125.50,40,"Southern Alaska"
ci,11276786,4,"Monday, April  1, 2013 06:58:56 UTC",35.5732,-118.5333,1.8,5.70,37,"Central California"
ak,10684771,2,"Monday, April  1, 2013 06:33:19 UTC",62.8538,-150.0521,1.0,79.30,30,"Central Alaska"
nc,71964160,3,"Monday, April  1, 2013 06:27:26 UTC",38.7847,-122.7443,1.8,2.00,49,"Northern California"
nc,71964155,0,"Monday, April  1, 2013 06:26:02 UTC",38.8407,-122.7362,1.3,1.80,10,"Northern California"
ak,10684761,2,"Monday, April  1, 2013 05:21:45 UTC",63.0542,-151.0667,1.2,122.30,30,"Central Alaska"
ci,11276754,1,"Monday, April  1, 2013 05:12:37 UTC",33.1773,-115.6115,1.5,2.20,15,"Southern California"
ci,11276746,1,"Monday, April  1, 2013 05:10:14 UTC",33.1780,-115.6085,2.1,0.50,42,"Southern California"
ak,10686680,2,"Monday, April  1, 2013 05:06:05 UTC",59.9834,-153.3795,1.8,135.40,26,"Southern Alaska"
ci,11276730,1,"Monday, April  1, 2013 04:58:18 UTC",33.5047,-116.4512,1.0,10.20,24,"Southern California"
ci,11276714,2,"Monday, April  1, 2013 04:53:46 UTC",32.5805,-115.7177,1.7,11.10,16,"Baja California, Mexico"
nc,71965595,6,"Monday, April  1, 2013 03:58:28 UTC",40.9677,-121.8792,1.6,18.90,16,"Northern California"
ak,10684738,3,"Monday, April  1, 2013 03:57:22 UTC",63.2119,-150.4789,3.4,119.00,91,"Central Alaska"
uu,60017542,4,"Monday, April  1, 2013 03:49:17 UTC",44.8220,-110.9955,1.3,13.10,17,"Yellowstone National Park, Wyoming"
ci,11276690,5,"Monday, April  1, 2013 03:46:22 UTC",35.4332,-119.4243,1.7,27.40,25,"Central California"
ci,11276674,2,"Monday, April  1, 2013 03:21:44 UTC",36.9365,-117.5617,1.4,0.80,11,"Central California"
ci,11276666,2,"Monday, April  1, 2013 03:17:20 UTC",33.7188,-116.8382,1.6,20.00,42,"Southern California"
ak,10684728,3,"Monday, April  1, 2013 03:05:20 UTC",51.9372,-173.4067,2.3,17.30,12,"Andreanof Islands, Aleutian Islands, Alaska"
ci,11276650,0,"Monday, April  1, 2013 03:00:01 UTC",33.4970,-116.4470,1.7,4.50,82,"Southern California"
ci,11276642,2,"Monday, April  1, 2013 02:58:21 UTC",34.0647,-117.2653,1.0,13.50,29,"Greater Los Angeles area, California"
nc,71964105,3,"Monday, April  1, 2013 02:52:06 UTC",40.9400,-123.4335,2.3,28.20,44,"Northern California"
nc,71964095,1,"Monday, April  1, 2013 02:30:14 UTC",38.8075,-122.8225,1.4,2.40,27,"Northern California"
ci,11276634,2,"Monday, April  1, 2013 02:11:37 UTC",35.5662,-118.5222,1.2,1.20,12,"Central California"
ak,10686674,2,"Monday, April  1, 2013 01:53:42 UTC",53.3873,-160.8552,2.4,25.40, 9,"south of Alaska"
nc,71964075,3,"Monday, April  1, 2013 01:43:48 UTC",38.8513,-122.7590,1.9,2.00,68,"Northern California"
ak,10684718,3,"Monday, April  1, 2013 01:33:30 UTC",62.6441,-137.2894,1.7,10.80,15,"Southern Yukon Territory, Canada"
ak,10684716,2,"Monday, April  1, 2013 01:24:55 UTC",60.2071,-141.2800,1.0,0.00, 5,"Southern Alaska"
nn,00407999,1,"Monday, April  1, 2013 01:13:06 UTC",37.9224,-116.8203,2.6,0.00,33,"Nevada"
ak,10686671,2,"Monday, April  1, 2013 01:07:38 UTC",61.9243,-149.8390,1.0,52.50,20,"Southern Alaska"
ak,10684711,2,"Monday, April  1, 2013 00:45:08 UTC",61.1763,-147.0052,1.7,0.00,11,"Southern Alaska"
nc,71964045,1,"Monday, April  1, 2013 00:38:32 UTC",38.7860,-122.7478,1.9,2.70,33,"Northern California"
ak,10686669,2,"Monday, April  1, 2013 00:32:28 UTC",61.5343,-151.7735,1.4,89.60,20,"Southern Alaska"
ci,11276562,4,"Monday, April  1, 2013 00:21:34 UTC",33.4967,-116.4335,1.5,10.30,16,"Southern California"
us,b000fx6x,A,"Monday, April  1, 2013 00:09:04 UTC",-5.9690,130.5716,4.3,115.80,26,"Banda Sea"
hv,60233878,3,"Sunday, March 31, 2013 23:47:48 UTC",19.3718,-155.0288,1.1,4.30,16,"Island of Hawaii, Hawaii"
hv,60484856,6,"Sunday, March 31, 2013 23:47:13 UTC",19.3378,-154.9950,1.4,4.20,11,"Hawaii region, Hawaii"
nc,71964025,3,"Sunday, March 31, 2013 23:45:23 UTC",38.6505,-122.7628,2.4,6.60,89,"Northern California"
ak,10684695,2,"Sunday, March 31, 2013 23:38:40 UTC",63.1853,-151.3752,1.0,10.40,22,"Central Alaska"
ak,10684683,3,"Sunday, March 31, 2013 23:27:24 UTC",58.9880,-153.8666,4.8,102.60,129,"Kodiak Island region, Alaska"
ci,37110396,2,"Sunday, March 31, 2013 23:23:47 UTC",35.0303,-117.7030,1.8,0.00,17,"Southern California"
ci,11276538,1,"Sunday, March 31, 2013 23:23:30 UTC",35.9343,-117.6715,1.5,2.20,18,"Central California"
ak,10684676,2,"Sunday, March 31, 2013 22:55:34 UTC",63.4826,-151.0939,1.2,1.10,28,"Central Alaska"
nc,71964005,2,"Sunday, March 31, 2013 22:42:39 UTC",40.5298,-121.6393,1.0,9.30,13,"Northern California"
ci,11276530,1,"Sunday, March 31, 2013 22:33:11 UTC",34.0053,-117.1748,1.2,2.70,37,"Greater Los Angeles area, California"
ak,10686303,2,"Sunday, March 31, 2013 22:28:48 UTC",59.8197,-152.9489,1.9,96.10,31,"Southern Alaska"
pr,13090003,0,"Sunday, March 31, 2013 22:23:44 UTC",18.0394,-66.5615,3.1,19.00,30,"Puerto Rico"
ak,10684672,2,"Sunday, March 31, 2013 22:20:20 UTC",60.3374,-150.6719,1.2,12.90,19,"Kenai Peninsula, Alaska"
hv,60484836,6,"Sunday, March 31, 2013 22:18:27 UTC",19.3365,-155.0268,1.1,5.10,25,"Island of Hawaii, Hawaii"
uw,60513542,2,"Sunday, March 31, 2013 22:07:27 UTC",48.4490,-123.4587,1.0,17.40,14,"Vancouver Island, Canada region"
nc,71963990,0,"Sunday, March 31, 2013 21:31:38 UTC",38.8050,-122.8110,1.0,2.60,14,"Northern California"
uw,60513532,2,"Sunday, March 31, 2013 21:15:10 UTC",49.4245,-120.5193,2.3,0.00, 9,"British Columbia, Canada"
ci,11276498,1,"Sunday, March 31, 2013 21:13:45 UTC",33.7892,-116.7377,1.3,13.50,45,"Southern California"
nc,71963985,2,"Sunday, March 31, 2013 20:48:15 UTC",37.5977,-118.9003,1.4,3.10,23,"Long Valley area, California"
us,b000fx4z,8,"Sunday, March 31, 2013 20:33:30 UTC",12.1453,-88.0285,4.9,54.80,44,"near the coast of Nicaragua"
ak,10684654,2,"Sunday, March 31, 2013 19:53:18 UTC",62.0694,-145.2235,1.3,18.10,24,"Central Alaska"
mb,13884997,2,"Sunday, March 31, 2013 19:44:31 UTC",46.0396,-111.4261,1.0,10.50,13,"western Montana"
